class,cleaned_text
1,bitch bitch bitch eating halibut iamyoungroc freshrhymes jerksquad slowstir
1,ladylove shes married still wanna bang wont sex bitch troubadour probably
1,heard looking candy man bitch
1,hope dont get mad ladies call bitches bitches bc dont know names individually katt williams letmicahdown
1,got number 3 im bitch boy
1,know shit eatin grin either fucked girl dreams sold car know youre faggot whatd sell128514
1,older men cause theyre mature supposed fool us bitch
1,prolly leave bitch cups hand yo hand hand
1,said dont like tastes like wolf pussy even know tastes like
1,taught eat pussy cut hair taught eat pussy hair128514 name movie 128514
1,used dress like cop oh really yeahright 911mad pussy really yesill never forget
1,went jail flock amp came home wit strike went jail bitch came home dike yg
1,fuck u u stand u dizzy bitch two unique amp separate phrases overheard relative saying younger
1,woke like thi bitch go back bed
1,would rather call bitch sir manager
1,ill beat pussy hard
2,ill slit throatneck
1,im funky ass honkey jtimberlake shout macklemore tonight cabaret 128514 jt2020tour
1,im comparing kfc pussy maxonmaxoff5
1,im downloading new personality ordering new face bitch love goddamn axl rose yelling sex robot
1,im feelin like malcolm middle bitches surround cant miss em
1,im gonna piss dimple soni99a stop wasting prayers trash teams lol
1,im probably main bitch chocolate dipped cinnamon apple
1,im sick shit man jonniesantana sit bitch ass im fed bro rt 80sbaby4life geno threw yet another pick smh
1,im sorry fucked yo bitch really dig nigga kingl
1,ibs irritable bitch syndrome
1,love hide yo bitch youll keep shorty wizkhalifa
1,talk back aint getting pussy
1,youre bad bitch put hands high every girl room starts waving hands around
1,imma tie bitch basement donkeyfuck ass two weeks straight hahahahahahahahaha 50centmovie beforeiselfdestruct
1,mind gotta dumb hoe anthem
2,albino mexican dad hes asian
1,takes true directioner accept larry know bitch fans like make boys cry thankyoupaulforconfirminglarry
1,allegations u bedroom u see words naive amp blind bitch know ur husband cheated u ramona dumb
1,never late tag bitch cyfyre
1,dykes hunter dyke dyke
1,julia roberts youre ho laurengardner8 nottinghill
2,follow yellow brick twitter
1,lmfaoooooooooooooooooo bbbrooks pussy good mama don8217t like guess gotta go823082308230my mama
2,lol cripple wendy davis rt mailonline scientists create remotecontrolled chick study shy penguins
1,lets nips ahoy spank maybe
0,lets kill cracker babies wtf hear wow
1,like correct im wrong doesnt pimpin involve smackin bitches money
1,lmao blackbeauty515 128514128514 rt 80sbaby4life pound cake look like pussy 128514
1,lmao swillalo drose adidas lighter phone shit retarded
2,mam ren233e doet haar rol net ze ongesteld wat ongesteld van dat soort vragen waar je denkt hoe leg ik die weer uit
1,maybe wants friend maybe shes stupid bitch never know make cum 128514128514128514
2,mine plays dmx kirk franklin smh justcallmebrit well neighbors ghetto get like 5am beat kids
0,grandma used call porch monkey time come think refer broken bottle nigger knife 128563
1,momma told tell mind yoooo damn motha fuckin business 22 knowin bitch
1,nips freeeeezingand thats okay theyre slicing bra 128514
1,twitter hacked im pussy admit said want act like never said
1,nah girl aint gon able make tight since russ loss job back like damn bitch really
0,nah nomeekjustmilz 128514128514128514128514 yo thought some1 photoshopped face faggot smmfhi hate yall
1,new flame song yr lol bitch super run like
1,niggas always yelling fuck bitches get money meanwhile theyre broke still want bitches8230
1,niggas pressed pussy eeeeeen nothin
1,bitches nan
1,boats hoes please thanks mom
2,ovo 8220allthingsfresh3 amp kendrick lamar still trash8221
1,top pregnant ass sorry hoe aint never got money even water broke talltrappin88 riptallt
2,couple red sox gotten past first base im dying laughing maybe yanks need teach game
0,people time aryan race 2 stand say mongerls turn world ghetto slum 1488
1,pistol whip dickau shoot yo bitch club sometimes freestyles freestyles im okay
1,rt please thanks bmorepocahontas pierced pussy come across timeline 128528
1,remy machiavelli send shots ya belly 128553 bitch 9994
1,roberto one nasty hoe
1,sorry jb fan65292really justin come back top comment justin timberlake video 10 million views son fucking bitch
1,searching incredible story 1 white mans quest find ingredients necessary make caribbean jerked chicken redneck land
1,selling soul material wishes fast cars bitches tupac smile remix
1,shake bear aka two rednecks sex dead bear
1,shall compare thee summer8217s day summer8217s day bitch
1,gotta shape pussy lips tho postprettypussy whole wheat organic pussy
1,said wigga man richtake durag
1,bitch anyway
1,shes florida youve got sniff test swamp pussies 128514128514128514128514128514128514128514128514128514128514128514128514128553128514128514128514128514128514128514128514128514128514
1,slow fuck bitch know live classy young lady
1,hes good football playerbut still acts like nig
1,stop pussy son shove needle heart afterearth
1,stop looking us go eat pussy yuppie fucks
1,takin straight dirt finger pussy know put dick xernee18
1,aint bro moves thats hoe moves
1,girl plain looking borderline ugly amp chunky hey least shes got nice smile amp great personality
2,devil grows inside hearts selfish wicked white brown yellow black color restricted
2,water isnt yellow im healthy student
1,hoes aint loyal
1,hoes keep callin aint pickin up127926127926
0,sour apple bitter bitches im fuckin wit em
1,faggots jonniesantana orioles petty fuckgot swept outta bitch
1,ghetto ass bands gets snuck 128514128514128514128514
2,division trash nomeekjustmilz saints gon win nfc southwatch
1,fans waited bitch niggas hated old hoes dated look mama we8230
1,ghetto motherfuckers missy elliott
2,recipe calls leftover brownie hell leftover brownie thats brownie havent eaten yetericanadine26
1,ratchet broads dont represent white ass cant talk trash cause racist shit black
1,trust noneeee bitch dont
1,twitter twitter bitch twitter life
2,two roads diverged yellow wood chose one j246tunheimr robert frost giant
1,u got 200k bitch niggaal haymon antonio tarver
1,uhuh empty heart empty bottle yellow cab would like catch cuz yo latest ex made u mad
1,used girlfriend got hoes lookin good girl fuckin low
1,virgin pussy regular pussy oomf pussy
1,whaaaaaat lmaooo cromotoasted creepgoddess thats luv u fat bitches cuz yall got big ole titties phat booties
1,walked bitch like nigga made
0,hate niggers hate faggots hate spicskkk rally
0,queer 2 4 6 hut like butt
1,well bitch biology said 128514128514128514
1,betysweetcocker gotta report spam rt 80sbaby4life ladies rt head game better pussy
1,im done hoe pass squad g
0,fuck callin jiggaboo nigga
0,people think gay marriage okay beyond sorry dont want future son seeing 2 fags walking street holding hands
1,u little bitch chris aint six bitch allisons mom
1,would want play pussy jimmyfallon dead snl
1,would wanna green ranger hes evil duh bitch
1,would want pussy side burns thats good question hy0ung hahahahaha 128514
1,shank bitch ceviche
1,work tydollasign gets rough days hahaha hoes
1,wow bitch yes thats already established anything else say
1,yall forget brand new baby girl home bitch cookies burning
2,yah said word mtzraymegyptians people ysrahal inheritance kushiteethiopians
2,yaoooooooo yeaimjamaican mawnin yardies 128154128155128536
1,yo bitch horn tryna shoot porn kingl thats shirt worthy tony
1,yo sublet pussy shitfahdsays
1,yo feet smell like puss 128514128557 whut like flowers bitch 1285141285579995128553 omg
1,yo mama bitch rt theacetjshow one sentence ended relationship
0,aint gunna shit spear chucker
1,aint bitch favorite response long texts
1,yo boys pussy cats
1,cunt
1,pull pussy dodge collect panties alright stormy jake 128514128514128514
1,take someone ghetto cant take ghetto
1,dont like us colored folks hell youre colored white fucks 128514128514128514128514
1,got hella hoes
2,hit lights line toco bell 2 morning dianas back house miracle charlie dianaaaxo
1,look cute today really helll swerve hoe
2,look like little birds help get dressed morning
0,ol trout mouth ass bitch deeeeaaaadd
1,talk like fag shits retarded thats cool scro lots tards living total kickass lives
1,took land could make retarded diapers sureuse imagecool redskins nfl concussion jokes
1,youre garden rose bitch weed
1,youre fucked shit dumb ass cunt go post pictures flat ass titties ig slut
1,queer 128530128530128530128530
1,homeboy looking bad giving cash hoes
2,teeth like stars aww thanks yeah yellow far away
1,yup fuck em alohahoesss playing like trash rt 80sbaby4life clippers dont wanna play lol
1,aint time hoes get lol arianas mom says us
1,bitches chellyhernandez
0,ayo even kill handicapped crippled bitcheslook scalp real close youll see triple sixes
1,bitch freak shit
1,bitch vagina little resilient rosestokoe
1,love nah bitch aint love
1,pussy root drama attribute put head mama
1,call keyshawn johnson cause im catchin erry hoe
1,captain save hoe annoying phrase
1,day judgement everybody gonna looking big jumbotron watching fuck majjinn buu bitch
1,dont let side bitch settle might headbutt evelyn
1,dont show bitch unless look like dolly parton
0,fuck pussy ass hater go suck dick die quick someone youtube comments think wed good friends
2,hick raver venn diagram large intersection
1,hoes suck dick cus look like john stockton hit em wit choppa luke fatherrr lilbthebasedgod
1,wasnt work place id deck aye fucking right id give tyson 4 combo nd end uppercut shut fuck bitch
1,suck dick dip shes keeper true redneck woman kims dad
1,im gonna rip bitch apart rip apart lol
1,britney bitch bible leviticus 758
1,niggas bitches bitch ass niggas dike ass hoes black ass bright ass hoes fag tags scally wags
1,pussy tryna go studio dont call mufuckin crib like god yo word god buss yo shit god word
1,oh ya hoes think cute skin tight cat suits assuming bodies boomin dispute
1,omg bitch fucking stupid swear blah blah blah week later omg ilysm bae ur best friend swear
0,way fuck bitch name lord mr race
0,poor whitey
1,riding bros still dont trust hoes
1,weekends going fabulous naa man youre seeing nae cunt theyll koed 2 seconds flat hate u fuckgm
1,whatever good one abraham lincoln quote yall hoes
1,guys say latinas gt mean kim kardashian looking girls bitches shaped like mini fridge amp smell like tortillas
2,rappers say twat makes feel weird 128514128514128514128557
1,better pipe pussy esexruskii160lmao wth even mean
1,fucking pussy couldnt even beat dick angry youtube comment
1,youre cunt right rq978
1,son bitch moment rains forget car windows
1,10thingsthatgetsonmynerves needy hoes ratchet hoes sideline hoes beggin hoes dumb hoes looking love facebook hoes
1,11 get hit bitch campus wants
1,1personidbitchslap khamruz fa blowin tl like bitches spare tire leavin dairy queen
2,2013faves rt 8220grahamorama snoop justin much fun charlie wilson tribute betawards
1,2013taughtme pussy feels 128514128076
1,5wordsaftersex pussy bitch
0,azmonsoon lot rain bad wasnt enough wash away teabagger racist white trash state tcot teaparty azflooding
1,alexfromtarget gets million retweets chrisfromwalmart cant even get bitch text back
1,alexfromtarget bitches wetlmmfao
1,anncoulter still calling obama community organizer syria well still cunt well
1,asagiraffes pussy
2,askdems arent embarrassed charlie rangel remains caucus
1,bob bass bitches hankjohnson11 bitches dick fishes dock
2,breaking ap calls mass governor race charlie baker watch live coverage wcvb streaming online
1,bangbangbirdgang ya bitch 56 fruit loop
1,bartending becomes real bitch bartender way way taller bar designed holy back pains
1,bestsongtohavesexto bitches love sosa bangbang
2,bigbird made gay couple yes gop world bird would existed since creators would jail sodomy
1,bitchslapthursdays 2nite pure passion doors open 10 watching game bitch too8230
2,blessjesus amos 33 two walk together except agreed
2,blessjesus amos 510 hate one upholds justice court detest one tells truth
2,blessjesus crown head sole feet
2,blessjesusair matthew 626 look birds air yet heavenly father feeds themare much valuable
2,blessjesuslove happy belated sixtyfifth 65 birthday 28 aunt mary agnes strong
1,bout2gocrazy aintnolevelz2disshit hungrier phat ho diet ig
1,burnnotice fi shoots bean bag rounds guy hurts like bitch dont
0,california full white trash
0,california full white trash moved oklahoma
1,celebrityleakedphotos yeahgt know feels knowing nsa phones quit whining like muslim bitches
1,christianbale kissing moses ass fight god otherwise might fucking deadgt retarded ass actor faggot
2,commonquestioniget uou ghetto
1,cowboys 61 bitches cowboysnation another great win ilove team
1,crack whip cracker
0,dtla trash noneuropeans allowed live
1,duh transhuman thats theyre possibly tucking penis emperorira bitch got man boobs
1,dearfeministmen easier way get pussy wout sacrificing man hoodbest dont include losing ur self respect
1,degenerateartist aint fuckin around allahs retard crestgt got blessed jesus next fake ass textgt
1,degenerateartist cant cardgt im french muslim retardgt dont expect demand child bride yard cuz got man dickgt
1,degenerateartist isnt bitch walks back wordsgt isnt witch questions turdgt im glitch evolves absurd
1,degenerateartist knows wordsgt bo jingo dangle fan slang ho ting pang lick drum swing flick alarm bicgt cant hear fire
2,degenerateartist sniffs whiffy balls involuntary cuz fairy walks downtown hairy climatechange scary sense hillbilly sneezegt
2,derekjeter lifelong yankees man miss firstballot unanimous
0,dutch farmers white trash
0,dutch people live outside newyorkcity white trash
2,earlybird early morning sunrise dawn bird thebird jerryreed kansas city
2,ebola great thought panic bird flu bad really aint got time
